Reference Code,year,time pulled,Type,Journal,authors,article,type of analysis,original sample size,mention outliers,peopleor data points,take out or leave in,run with or without,outlier description,reason code,final sample size,number outliers,difference between analyses with and without,report results on if did both,Basics,ANOVA,Regression,ChiSquare,Nonparametric,Modeling,BayesOther,Double Checked
,,2017,Cognitive,JEP: LMC,How Our Own Speech Rate Influences Our Perception of Others,"Bosker, Hans Rutger",generalized linear mixed model,25,yes,people,out,without,"technical failures, noncompliance",participant error,20,5,,,0,0,0,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,How Our Own Speech Rate Influences Our Perception of Others,"Bosker, Hans Rutger",generalized linear mixed model,23,yes,both,out,without,"technical failures, noncompliance, trials in which participant failed to produce sentence correctly",participant error,20,3,,,0,0,0,0,0,1,0,x
,,2017,Developmental,Journal of Experimental Child Psychology,When do you know what you know? The emergence of memory monitoring,"Liu, Yan; et al","t-tests, ANOVA, phi correlation",62,yes,people,out,without,"answered every question incorrectly, chose same answer for all trials regardless of recognition",participant error,58,4,,,1,1,0,0,0,0,0,x
,,2017,Developmental,Journal of Experimental Child Psychology,When do you know what you know? The emergence of memory monitoring,"Liu, Yan; et al",ANOVA,64,yes,people,out,without,lack of attention,participant error,63,1,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Kill or Die: Moral Judgment Alters Linguistic Coding of Causality,"De Freitas, Julian; et al","t-tests, chi square",120,yes,people,out,without,"participation in similar studies, incorrectly answering comprehension question",participant error,104,16,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,Kill or Die: Moral Judgment Alters Linguistic Coding of Causality,"De Freitas, Julian; et al","t-tests, chi square",120,yes,people,out,without,"participation in similar studies, incorrectly answering comprehension question",participant error,102,18,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,Kill or Die: Moral Judgment Alters Linguistic Coding of Causality,"De Freitas, Julian; et al","t-tests, chi square",160,yes,people,out,without,"participation in similar studies, incorrectly answering comprehension question",participant error,147,13,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,Kill or Die: Moral Judgment Alters Linguistic Coding of Causality,"De Freitas, Julian; et al","t-tests, chi square",160,yes,people,out,without,"participation in similar studies, incorrectly answering comprehension question",participant error,148,12,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,Kill or Die: Moral Judgment Alters Linguistic Coding of Causality,"De Freitas, Julian; et al","t-tests, chi square",120,yes,people,out,without,"participation in similar studies, incorrectly answering comprehension question",participant error,111,9,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,Effects of Learned Episodic Event Structure on Prospective Duration Judgments,"Faber, Myrthe and Silvia P. Gennari","power analysis, ANOVA, hierarchical multiple regression, chi square, Mann-Whitney U test",82,yes,both,out,without,"low memory accuracy scores for whole people, statistical outliers for data points, response time for data points","participant error, statistical reason",75,7,,,0,1,1,1,1,0,0,x
,,2017,Cognitive,JEP: LMC,Effects of Learned Episodic Event Structure on Prospective Duration Judgments,"Faber, Myrthe and Silvia P. Gennari","chi square, Mann-Whitney U test, ANOVA, regression",79,yes,both,out,without,"low memory accuracy scores for whole people, statistical outliers for data points, response time for data points","participant error, statistical reason",75,4,,,0,1,1,1,1,0,0,x
,,2017,Cognitive,JEP: LMC,Event Segmentation Improves Event Memory up to One Month Later,"Flores, Shaney and Heather R. Bailey","linear mixed effects models, t-tests, chi square",325,yes,people,out,without,statistical outliers in memory tasks and response time (2.5 SD),statistical reason,177,148,,,1,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Event Segmentation Improves Event Memory up to One Month Later,"Flores, Shaney and Heather R. Bailey","linear mixed effects models, t-tests, chi square",224,yes,people,out,without,"outside allowable time frame, statistical outliers in memory tasks and response time (2.5 SD)",statistical reason,122,102,,,1,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Event Segmentation Improves Event Memory up to One Month Later,"Flores, Shaney and Heather R. Bailey","linear mixed effects models, t-tests, chi square",240,yes,people,out,without,"outside allowable time frame, statistical outliers in memory tasks and response time (2.5 SD)",statistical reason,184,56,,,1,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Event Segmentation Improves Event Memory up to One Month Later,"Flores, Shaney and Heather R. Bailey",linear mixed models,321,yes,people,out,without,statistical outliers in memory tasks and response time (2.5 SD),statistical reason,314,7,,,0,0,0,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,Event Segmentation Improves Event Memory up to One Month Later,"Flores, Shaney and Heather R. Bailey","linear mixed models, chi square",631,yes,people,out,without,statistical outliers in memory tasks and response time (2.5 SD),statistical reason,575,56,,,0,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Predictors of Verb-Mediated Anticipatory Eye Movements in the Visual World,"Hintz, Florian; et al","confidence intervals, regression, linear mixed-effects model",61,yes,data points,out,without,task misunderstanding,participant error,58,3,,,0,0,1,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,Predictors of Verb-Mediated Anticipatory Eye Movements in the Visual World,"Hintz, Florian; et al","regression, linear mixed-effects model",60,yes,data points,out,without,incorrect responses and high response times,"participant error, statistical reason",60,0,,,0,0,1,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,Predictors of Verb-Mediated Anticipatory Eye Movements in the Visual World,"Hintz, Florian; et al","regression, linear mixed-effects model",60,yes,people,out,without,task misunderstanding,participant error,59,1,,,0,0,1,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,The Semantic Distance Task: Quantifying Semantic Distance With Semantic Network Path Length,"Kenett, Yoed N.; et al","ANOVA, post-hoc analyses",38,yes,both,out,without,low accuracy rates or extremely slow RTs,statistical reason,29,9,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,The Semantic Distance Task: Quantifying Semantic Distance With Semantic Network Path Length,"Kenett, Yoed N.; et al","ANOVA, post-hoc analyses",44,yes,both,out,without,low accuracy rates or extremely slow RTs,statistical reason,39,5,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,The Semantic Distance Task: Quantifying Semantic Distance With Semantic Network Path Length,"Kenett, Yoed N.; et al","ANOVA, post-hoc analyses",34,yes,both,out,without,"did not follow instructions, technical issues, low accuracy rate, slow RTs","participant error, statistical reason",29,5,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Modulation of Language Switching by Cue Timing: Implications for Models of Bilingual Language Control,"Khateb, Asaid; et al","ANOVA, t-tests",47,yes,both,out,without,"technical failures, short or long RTs",statistical reason,44,3,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,A Task-Dependent Causal Role for Low-Level Visual Processes in Spoken Word Comprehension,"Ostarek, Markus and Falk Huettig","t-tests, chi square",50,yes,data points,out,without,"incorrect responses and high response times, statistical outliers (2.5 SD)","participant error, statistical reason",50,0,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,A Task-Dependent Causal Role for Low-Level Visual Processes in Spoken Word Comprehension,"Ostarek, Markus and Falk Huettig",t-tests,46,yes,both,out,without,"high error rates, incorrect responses and high response times, statistical outliers (2.5 SD)","participant error, statistical reason",42,4,,,1,0,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,A Task-Dependent Causal Role for Low-Level Visual Processes in Spoken Word Comprehension,"Ostarek, Markus and Falk Huettig","t-tests, chi square",48,yes,both,out,without,"high error rates, incorrect responses and high response times, statistical outliers (2.5 SD)","participant error, statistical reason",48,0,,,1,0,0,1,0,0,0,x
,,2017,Cognitive,JEP: LMC,The Role of Attention in Item-Item Binding in Visual Working Memory,"Peterson, Dwight J. and Moshe Naveh-Benjamin","ANOVA, t-tests",55,yes,people,out,without,performance was at chance level,participant error,45,10,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,The Role of Attention in Item-Item Binding in Visual Working Memory,"Peterson, Dwight J. and Moshe Naveh-Benjamin","ANOVA, t-tests",33,yes,people,out,without,performance was at chance level,participant error,32,1,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,The Role of Attention in Item-Item Binding in Visual Working Memory,"Peterson, Dwight J. and Moshe Naveh-Benjamin","ANOVA, t-tests",38,yes,people,out,without,performance was at chance level,participant error,31,7,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,"Dealing With Prospective Memory Demands While Performing an Ongoing Task: Shared Processing, Increased On-Task Focus, or Both?","Rummel, Jan; et al","power analysis, ex-Gaussian model, t-tests, ANOVA",141,yes,people,out,without,"did not follow instructions, unable to recall task",participant error,138,3,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,"Dealing With Prospective Memory Demands While Performing an Ongoing Task: Shared Processing, Increased On-Task Focus, or Both?","Rummel, Jan; et al","power analysis, ex-Gaussian model, t-tests, ANOVA",149,yes,people,out,without,"did not follow instructions, unable to recall task",participant error,146,3,,,1,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Ignoring Memory Hints: The Stubborn Influence of Environmental Cues on Recognition Memory,"Selmeczy, Diana and Ian G. Dobbins","ANOVA, Tukey's HSD",27,yes,people,out,without,reported 100% confidence for all but two responses,participant error,26,1,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Ignoring Memory Hints: The Stubborn Influence of Environmental Cues on Recognition Memory,"Selmeczy, Diana and Ian G. Dobbins","ANOVA, Tukey's HSD",34,yes,people,out,without,"performance at chance level, misunderstood or did not follow instructions",participant error,30,4,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Ignoring Memory Hints: The Stubborn Influence of Environmental Cues on Recognition Memory,"Selmeczy, Diana and Ian G. Dobbins","ANOVA, Tukey's HSD, diffusion model analysis",30,yes,people,out,without,performance at chance level,participant error,29,1,,,0,1,0,0,0,1,0,x
,,2017,Cognitive,JEP: LMC,Eye Movements in Implicit Artificial Grammar Learning,"Silva, Susana; et al","linear mixed-effects models, t-tests, chi square",33,yes,people,out,without,excessive eye-tracking artifacts,participant error,30,3,,,1,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Eye Movements in Implicit Artificial Grammar Learning,"Silva, Susana; et al","linear mixed-effects models, t-tests, chi square",29,yes,people,out,without,excessive eye-tracking artifacts,participant error,28,1,,,1,0,0,1,0,1,0,x
,,2017,Cognitive,JEP: LMC,Age-Related Differences in Face Recognition: Neural Correlates of Repetition and Semantic Priming in Young and Older Adults,"Wiese, Holger; et al","ANOVA, Greenhouse-Geisser procedure",40,yes,data points,out,without,RT 2.5 SD above or below mean,statistical reason,40,0,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Age-Related Differences in Face Recognition: Neural Correlates of Repetition and Semantic Priming in Young and Older Adults,"Wiese, Holger; et al","ANOVA, Greenhouse-Geisser procedure",40,yes,data points,out,without,RT 2.5 SD above or below mean,statistical reason,40,0,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Age-Related Differences in Face Recognition: Neural Correlates of Repetition and Semantic Priming in Young and Older Adults,"Wiese, Holger; et al","ANOVA, Greenhouse-Geisser procedure",40,yes,data points,out,without,RT 2.5 SD above or below mean,statistical reason,40,0,,,0,1,0,0,0,0,0,x
,,2017,Cognitive,JEP: LMC,Pushing Typists Back on the Learning Curve: Memory Chunking Improves Retrieval of Prior Typing Episodes,"Yamaguchi, Motonori; et al","Bayes Factor, t-tests, ANOVA, regression",28,yes,data points,out,without,did not complete task within time window,participant error,28,0,,,1,1,1,0,0,0,1,x
,,2017,Cognitive,JEP: LMC,Pushing Typists Back on the Learning Curve: Memory Chunking Improves Retrieval of Prior Typing Episodes,"Yamaguchi, Motonori; et al","Bayes Factor, t-tests, ANOVA, regression",30,yes,data points,out,without,did not complete task within time window,participant error,30,0,,,1,1,1,0,0,0,1,x
,,2017,Cognitive,JEP: LMC,Pushing Typists Back on the Learning Curve: Memory Chunking Improves Retrieval of Prior Typing Episodes,"Yamaguchi, Motonori; et al","Bayes Factor, t-tests, ANOVA, regression, chi square",30,yes,data points,out,without,did not complete task within time window,participant error,30,0,,,1,1,1,0,0,0,1,x
